index,sentence,label
6792,아가리 닥쳐 아가리,3
6793,네가 말한 말 중에 99.9% 가면 맞는 말이네요,0
6794,그런데 저는 뭐 이제 또 처음보다는 불알,3
6795,남녀 관계를 맺을 때,3
6796,다른 사람들이 제육볶음으로 매매를 하고,0
6797,6 보고 있는 거잖아요,0
6798,그러니까 이제 뭐 크잖아요,0
6799,딱 보면은 그쵸 여기에서 돌발퀴즈 들어갑니다,0
6800,관계를 맺을 때 뭐를 자세를 좋아하십니까,3
6801,아니 아까 광산이 안 불렀다고 하셨는데,0
6802,아니 나이가 몇 살인데요,0
6803,이제 21살인데 근데 이응 지읒 이라고요,3
6804,아까 사진이 않는구만,0
6805,사진을 보면 약간 보이시한 스타일이야,0
6806,남자들이 싫어하는 스타일 나도 같이 싫어해요,0
6807,분들은 봉지 털이 좀 발음하기 나 있어요,3
6808,그런 분들이 이제 톡 하기 때문에 보고싶은얼굴 제사 야,0
6809,너 진짜 이상해 직접적으로 말한 게 아니잖아 말했잖아,0
6810,개새끼야 어떻게든 돌려서 먹고,1
6811,안산 이모 이렇게 하고 있네 이 새끼 이 새끼 미친 새끼네,1
6812,이거 봉지 봉지 봉지 몰라 너 발음이 그게 아니었는데,3
6813,마음도 그렇다고 치고 알겠습니다,0
6814,그만해라 이드라 그리고 또 그랬어요,0
6815,봉지 잠깐 그러면 잠깐만 신태인리 마음에 안 든다는 거야,0
6816,지금 아까 말해 준다 그랬거든요,0
6817,마음에 안 들어요 안 취했니 이응,0
6818,지읒 새 대한 관점을 굉장히 지켜보고 있습니다,3
6819,월급 올려 한번 만나고 버리면 되니까 GC 가져오세요,0
6820,동생이 좋으세요 뭐 하는데 뭐 그냥 뭐 대충 봐도,0
6821,그냥 등신 같은 거 이렇게 하는데 뭐 어쨌든 오빠예요 먹었어요,3
6822,어디 사세요 부산이야 농담이에요 지은이 제가 인천 살아요,0
6823,너무 멋있지 않습니까 100개 그러세요 뭐라고요,0
6824,뭐 하는 거야 그냥 부산 갈매기 랑 섹스하세요,3
6825,그냥 꺼지세요 심하다 뒤질래 그렇게,1
6826,직접적으로 말하지 말고 돌려 하라고 뭔 말인지 알겠지,0
6827,민경 씨 얼굴 봐야겠네요,0
6828,그러면 부산 이니까 뭐 어쩔 수 없잖아요,0
6829,일단 꺼지세요 갖다 버려 필요 없어 안녕하세요,1
6830,잠깐 민경 씨 나이가 어떻게 되십니까,0
6831,도라에몽 클라스가 달라 그래 네 시간 되십니까,0
6832,잠깐만 뭐라고 꺼져 꺼져 꺼져 그러면 인정을 하는데,0
6833,여러분들 관계를 맺을 뒤꿈치를 사야 되잖아,3
6834,아니 네가 일찍 근데,0
6835,왜 내가 이 개새끼야 시발 병신 뭐라고 하셨는데,1
6836,몸무게가 어떻게 되십니까,0
6837,48 저기요 컵은 어떻게 되세요,0
6838,아자 머그컵이 아이 근데 48KG 좀 만나 가지고,3
6839,거기도 없을 수도 있어 지방이기 때문에 문경시 아니면 있으세요,3
6840,뭔 소리냐 광사리 돌려 냐고요,0
6841,발굴 발굴 작업이 다 끝났냐고 여기 저기 뭐야,0
6842,아니 남자친구줄거리 몇 년생이 씨발년아 말하지 말라고 이,1
6843,새끼야 말 그렇게 심하게 하면 어떡해 위아래가 없어,1
6844,씨발놈이 밀양시 그쪽이 제 얼굴 사진 좀 보여 주실 수 있어요,1
6845,제가 이제 세라님 얼굴을 잡아 왔어요,0
6846,어디로 보내야 돼요,0
6847,한번 보내주세요 www.6PM.com 안 줘 알았지,0
6848,작작 좀 하라고 저쪽으로,0
6849,마음이 미친 새끼가 졸려서 말하라고 이 새끼 알았어,1
6850,예 알겠습니다,0
6851,이따 하자 제가 방금 부른 메일로 보내시면 돼요,0
6852,사장님 혹시 몸매 사진 있으세요,0
6853,몸매 사진 있는 거 해 드릴게요,0
6854,민경씨 PC 방이랑 담배 시발,1
6855,왜 이렇게 목소리가 걸렸는데,0
6856,아니 왜 이렇게 저희들이 원래 원래 이래요,0
6857,반응하잖아 보냈어요,0
6858,일단 한번 보냈어 이민경 씨 맞나요,0
6859,사진을 보내 드리겠습니다 합시다 자,0
6860,첫 번째 사진 보자 보자 야 굉장히 이쁘세요,0
6861,굉장히 까지는 아니잖아요 이 씨발년아 했어요 아니야,1
6862,이런 여자 처음 만났잖아,0
6863,우리 병신아 갈게 굉장히 더 이뻐진 편이에요,1
6864,유저분들 중에서 뭐 전체적으로,0
6865,이제 여러사람앞에서 이쁘다고,0
6866,쪽은 제가 다른 사람 직원은 굉장히 크다,0
6867,소리가 진짜 가족 먹을 거 많이 신데 올리고,0
6868,주신 거예요,0
6869,예 아니요 1.5L 하냐고요 갈래요,0
6870,나 혹시 사진이 보내 드릴게요 지금 없어요,0
6871,집에 문장 치고 나면 데가 끊어요 같으니까,0
6872,사람 얼굴 이쁘긴 한데,0
6873,목소리가 진실이 아니에요 별로인데 안 나오는데요,0
6874,물건 치면 나와요 안 나와 이 씨발년아,1
6875,민경 치면 나온다 가능하신가요 출근 하느라고 아닌데요,0
6876,지금 다시보기에 얼굴 본 게 아무것도 없네,0
6877,방송국에 씨발년 욕해요,1
6878,오빠는 상남자 그거 하는 거야 이 새끼야 이 씨발년이 얼굴,1
6879,이쁘지 않아 그리고 아니,0
6880,지금 뭐 목소리를 재미없으면,0
6881,방송으로 이유가 없으신 분 같은데,0
6882,왜 지금은 왜요 피시방에서 게임 그게 아니라요 봄을 버리냐,0
6883,자기방송 여기서 공부하고 갖고 싶은 게 아니야 이 개새끼야,1
6884,그래 안 그래 안 그래 그래,0
6885,씨발년아 사진 보내기 싫어 아 알겠어,1
6886,민영 씨 사진 한 장 정도만 더 보내 주세요,0
6887,부탁 좀 드릴게요 그렇죠,0
6888,어린연인 보내셨어요 할게 있으면 말씀해 주세요,0
6889,지금 피가 말랑말랑 욕하지 말라고 눈높이 말랐어요,3
6890,머리에 당연히 말랐지,0
6891,씨발년아 그러면서 왜 살아 있어요 사람한테 가져가시고,1
6892,민경씨 남자친구 있으세요 안녕 봤어요 언제에요 됐어요,0
6893,그러면 남자 쪽으로 사귀면 오래가는 스타일인가요,0
6894,스타일이에요 같은 공부를 많이 접하게 되면,0
6895,자기 없어요,0
6896,다른 동물의 병이 몇 년 가셨는데요,0
6897,오래 간 거야 너,0
6898,왜 그래 등 자기한테도 여자친구한테 지금 재방송 보고 계시나요,0
6899,보고 있어요 어제 얼굴을 좀 판단 좀 해주세요 좆같이 생겼어요,1
6900,아니면 잘생겼어 아니면 비워요,0
6901,그냥 사람 같아요 아 장난이에요 아 표정이 알겠습니다 있으신가요,0
6902,아까 모르는 거라,0
6903,그런가 보다 진짜 방송 때문에 하고 있네 이 새끼 같은 년아,1
6904,제가 방송인 이하늬 일반인의 얼굴을,0
6905,이렇게 생기고 부족한 고백을 했어요,0
6906,조금 받아들이세요 아니요,0
6907,제가 방송인이 아닌 일반인으로서 자꾸 모른대,0
6908,그것도 몰라 근데,0
6909,저렇게 새끼 새끼 갑자기 뛰어 번호 좀 심한데,1
6910,그럴 줄 거냐고요,0
6911,아니 거기 딱 정하는 거잖아요 내 거 아니에요,0
6912,개 같은 년아 이거,1
6913,어떻게 돼 씨발놈 안 쳐 먹으려고 돌려 말하지 말고 여기,1
6914,김치 같은 년아 뭔 말인지 알겠어요,1
6915,그러면 막말로 말할게요,0
6916,연예인 강동원 원빈 김우빈 와서 번역하면 안 줘요 아,3
6917,그것도 모르는 건데,0
6918,같이 올려라 그때 그때 상황에 따라 당연히 준다,3
6919,그러지 미친년아 그래 미경씨,1
6920,다른 사진 3장 보내셨어요 보내셨어요,0
6921,사진도 민영이 혹시 그 이상형은 있을 거 아니에요,0
6922,그냥 재밌는 사람 사진이 왔네요,0
6923,여러분 두 장 더 왔어요 보자 보자 자 여러분들 갑시다,0
6924,첫 번째 사진 아까 사진 좀 많이 나왔는데,0
6925,뭐야 이거 제대로 하지 마,0
6926,한 사람인데 더 몸매 사진 아니네요 임신하셨어요,0
6927,아폴로 근데 아까 그다지 둘이 왜 저래 물어보는 거야,0
6928,아니면 아니 자꾸 얘기하면 되지 왜 화를 내세요,3
6929,미경 씨 왜 혹시 내일 합동방송 가능하십니까,0
6930,컵이랑 오전에 지원해드리겠습니다,0
6931,마이크 올라가잖아요 뭐라고요,0
6932,사람이 잠깐 마이크 올려봐요 저희 동네 같이 말거든요,0
6933,아 그럼 둘이서 오실래요,0
6934,갈래 남자친구한테 걸리면 혼나요,0
6935,그쪽은 혼자 이제 못 오세요,0
6936,이상한 짓 할까 봐 그래요 아니야,0
6937,왜 같이 데리고 오려고 그래요,0
6938,저랑 같이 만나서 하니까 뭐라고요,0
6939,가는 거 싫어 가지고 가는 거 싫어서 싫다,0
6940,님은 그냥 더 어떤 분이랑 얘기하는데,0
6941,넌 가만히 있어서 그냥 내일 혹시 가능하십니까,0
6942,가방 아침 제가 지원해 드릴게요 정액지원 해 드린다고,3
6943,갈래 말 중이에요 새로운 진짜 이응으로 바로 가십니까,3
6944,가장 갈게요 같이 가면 간다는데,0
6945,왜 이렇게 승 들을래,0
6946,썅년이 민경이 아프리카 세계에서 방송을 하시려면,1
6947,인터넷방송에 좀 멘탈이 좋아야 돼요,0
6948,그게 아니고 명철이 좋은데,0
6949,계속 욕드리블 하니까,3
6950,그렇게 그러니까 이 정도도 못 받을 거면,0
6951,인터넷 방송 시작 된다고 시발 승희야 좀 심했다,1
6952,수녀님 뭐냐 뭐야 그게 좀 돌려 놨어,0
6953,민경 씨 잘 챙겨라 일단 가능하십니까,0
6954,그럼 그냥 같이 갈게요,0
6955,받으면 돼요,0
6956,야 같이 가면 3점 해야 되는데,0
6957,그러면은 민경 씨 한번 총소득에 보세요,0
6958,그러면 어떻게 보시라고요,0
6959,지금 전화는 왜 그래,0
6960,뭐라고 말귀를 못 알아들어,0
6961,내일 몇 시야 몇 시까지 오실 수 있어 그 공장이 사는 거예요,0
6962,뭐예요 뭐 뭐예요 뭐 거기서 정액지원 해드리고요,3
6963,고차비 뭐 이제 뭐 그런 거 이제 가실 때,0
6964,제가 한번 데려다 드릴 수도 있고요,0
6965,더욱 더 중요한 거,0
6966,제가 못 한 것도 많이 사 드릴 수 있습니다,0
6967,김치전 드리니까 여기서 자 몸 오실 거예요 마실 거예요,3
6968,일단 물어보고,0
6969,아니 민정 씨 통장 두 명은 감당하기 힘들어요 힘들어요,0
6970,견디지를 못한다고 말귀를 못 알아들어 이 씨발년아 야,1
6971,나 때문에 안 온다,0
6972,그러잖아 이 개새끼야 아 당연히 장난이죠,1
6973,민경씨 얘기해요 아무 악보요 그건 아닌 거 같고요,0
6974,민영 씨 아 이상한 거 같아 나도 여기 있으니까,0
6975,지석이 결혼 스타일이 관계맺을때 맘대로 막 1분,3
6976,돈 좀 더 싸게 침뱉어서 침,3
6977,뱉어서 너무 커서 못 갈 것 같은데,3
6978,그러니까 미영 씨,0
6979,우리가 프랑스 파리 진에어 적 없는데,0
6980,왜 이렇게 많아 이 시발 년아 빌려주면 내일 합판,1
6981,그러면 가능하십니까 일대일로 민경님 잘 보세요,0
6982,말을 하겠습니까,0
6983,그냥 가는 거지,0
6984,밥 먹고 먹는 나에게 너를 먹는 거 안 오실 거예요,0
6985,지금 어떻게 해서 알게 된 사이예요,0
6986,누구야 강민경녀 그냥 좋아요,0
6987,목소리도 쌔끈빠끈 하고 있으셨다 그랬죠,3
6988,제가 인천연합회 검색 거예요,0
6989,남자 친구랑 같이 한번 내려 오실래요,0
6990,남자친구 한번 제가 그쪽 앞에서 조퇴는 모습 보여,3
6991,드릴게요,0
6992,그리고 제가 빼면 되잖아요,0
6993,그리고 뭐 할 때마다 자꾸 남자,0
6994,친구 밖에 안 되는 새끼한테 뭐 그렇게 물어 보세요,1
6995,화장실 갈 때도 물어 보고 들어가세요,0
6996,남자친구가 격투기선수 있어요 시간 몇 신데요 죄송해요,0
6997,아이 뭐야 이씨 이승희,3
6998,일단 나는 모임 추는 사람이 검색 거니까,0
6999,받아 개발바닥 소리가 안 본대 대장이 나설 필요가 네가 나서라,3
7000,이런 거는 직접 여자를 받는 걸 보여 줘야지 이,0
7001,새끼야 씨발놈아 사람이 말하는 대로 들어 아닌데,1
7002,시키려고 그러시는 거잖아요 그죠,0
7003,그러면 네가 직원이 뭐 그렇게 할게요,0
7004,그때 형이 뭐냐면 너 이제 교회 갈 거 아니야 네가,0
7005,그러니까 그렇지,0
7006,근데 옆에서 응원할게,0
7007,그 새끼가 조철현 모습을 보겠지요,1
7008,웃음에서 세월호가 8년 전에 14명,3
7009,다시 병원 보내 가지고 주목을 안 써요,3
7010,그만해 그만해 이 씨발새끼야 이 개새끼야,1
7011,개새끼가 달라고 이 씨발년아 너 다시 다른 남자,1
7012,친구 있으셨다 그랬는데,0
7013,네 오토바이 타고 다니지요 아니요,0
7014,뭐 타고 다녀요 그냥 아무것도 안 하고 다니겠지,0
7015,아 죄송해요 세라씨 아빠 차를 타고 다녀요,0
7016,일단 스타렉스 근데 가잖아요 그렇죠,0
7017,봉고차 하니까 거기에서 뭐,0
7018,이제 다 문자로 켜 놓고 먹어 어 뭐야,0
7019,아니 이제 뭐 3일 할 수 있는 거고,0
7020,그럼 알아서 생각하시고요,0
7021,남자친구랑 며칠 되셨다,0
7022,그렇죠 헤어지고 저한테 오세요 아침부터 잘해 드릴게요,0
7023,두 달이면 뭐 서로 몸에있는점 개수까지 다 아는 사인데,0
7024,정도면 말씀이 시간이구나 개새끼야,1
7025,내가 저희가 12월 달에 지혜랑 서울에서 맛나거든요,0
7026,그때 우리 합동방송 1차합방 하라고요,0
7027,네 번호를 여기 초코는 대화창에 남겨,0
7028,야 이 씨발년아 남자친구한테 미안하지도 않냐 아니요,1
7029,지혜랑 같이 요,0
7030,뭐 그거 뭐야 윤경이가,0
7031,그러니까 남자 친구한테 물어보면 드렸잖아요,0
7032,그때는 뭘 시발 같은 년,1
7033,씨발년 미안해 미안해,1
7034,내가 너의 남자친구 몇 안 돼 사람이 남자 친구랑 헤어지고,0
7035,와 아니 장난친 거지 서울 올라 온대요,0
7036,대가리 같은 년 클락 가려고 오랜만에 말고,3
7037,조 씨는 뭐 여기 한번 하러 오시면 안 됩니까,0
7038,가면 갈게요 제가 길을 모른단 말이야 길을 모르면,0
7039,씨발년아 같은 년아 어디 가세요,1
7040,그러면 다 데려다 주자,0
7041,나 요즘에 돌대가리 같은 년이 진짜 너무 많이,3
7042,쓰면은 일단은 그쪽 몸에 건포도가 무슨 색이에요,3
7043,건포도 건포도 건포도 야 한번 갈색 이네요,3
7044,그러면 내일 합동방송 가능해요 부산 사는데,0
7045,이번 주 주말에 혹시 가능하세요 7월 28일 갈 거라서요,0
7046,오늘 이유가 뭐예요 잠시만요,0
7047,큰일 날라고 씨발년아 아,1
7048,놀러 28일 날 서든어택 씨발년 씨발년,1
7049,가지고 남자 새끼가 써 먹을 수가 없어,1
7050,저 클랜 좀 넣어 주세요,0
7051,저도 나가지고 입으로 잘라 주는 거예요,0
7052,제가 직접 제가 어떻게 자리가 없어 가지고 그래,0
7053,그러면 27일 28일 날 우리 세라 씨랑 오실래요 갈게요,0
7054,승희야 너도 내 가방 좀 하고 와라 오케이 야,0
7055,그거 알지 알지 나갈 거예요,0
7056,씨발놈들아 닭발먹는 소리야,1
7057,목소리 여자로 뭐 알겠습니다,0
7058,그러면 뭐 우리 10월 말에 오는 걸로 하면 OK,0
7059,OK OK,0
7060,그러면 마지막으로 우리 파이 만석이 하면 돼,0
7061,나는 파리가 제일 좋아하는 거야,0
7062,그렇지 그렇지 않은 여자 없다,0
7063,씨발년 얼굴이 기억이 안 나 얼굴이 기억이 안 난다고,1
7064,뭔가 그 뽀샵을 엄청나게 해 가지고,0
7065,제대로 된 얼굴이 아니었던 거 같은데,3
7066,얼굴을 가지고 일단은 그 쪽으로 비용,0
7067,많이 하는 편이세요,0
7068,이거 뭐지 아 좀 순진한 척 좀 하지 마,3
7069,아 위 위 위 길이야 씨발년아 안돼요,1
7070,아 달달이 아니 아니야,0
7071,그냥 그러니까 고추가 아니야,3
7072,다른 거 아니야 이 쌍년아 갑자기 가려 배터리 씨발년 더러워,1
7073,죽겠네 야 왜 지씨,3
7074,자기 위로 해 본 적 있어 자기 위로 자동으로 그렇잖아,3
7075,남자가 아닌데,0
7076,아니 저 위로 하는 거잖아요,0
7077,여자가 하는 말이 없어,0
7078,어떤 말로도 위로 저 위로 위로가 아니잖아요,0
7079,그쪽 그 손도 손가락을 모르게 문질 문질,3
